name,city,country,address,phone,website,openingHours,kashrut,restaurantType,category,priceRange,notes,sourceUrl,scrapedAt
"סאל מאייר  Sandwichshop Sal Meijer","Amsterdam","Netherlands","Professor J.H. Bavincklaan 5, Amstelveen.","+31 20 2135555","","ראשון-חמישי 11:00-22:00, שישי 11:00-15:30.","לא ידוע","unknown","","","מעדנייה כשרה וותיקה באזור היהודי באמסטרדם. היתה סגורה למשך כמה שנים, ונפתחה מחדש לאחרונה.המקום מפורסם כבר עשרות שנים בגלל כריכי הבשר הכבושים, נקניקים, חצי-סנדוויץ' וקציצות דגים. אוכל פשוט, טעים ותוצרת בית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"חדש!  Food Court Amsterdam City South","Amsterdam","Netherlands","Professor J.H. Bavincklaan 5, 1183 AT Amstelveen.","+31 20 2135555","https://www.booking.com/hotel/nl/ibis-budget-amsterdam-city-south.he.html?aid=1221689&label=kosherest","ראשון-חמישי 11:00-22:00, שישי 11:00-15:30.","רבנות מהדרין אמסטרדם, הרב אליעזר וולף.","unknown","","","מסעדה חלבית כשרה בלב אמסטלווין (האזור היהודי באמסטרדם), במתחם בו מאחדים כמה מותגי אוכל מגוונים תחת קורת גג אחת. במקום מציעים גם שירות משלוחים הישר לחדר המלון (המסעדה ממוקמת ליד מלון איביס ומלון Adagio).","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"מסעדת מחנה יהודה  Machane Yehuda Amsterdam","Amsterdam","Netherlands","Albert Cuypstraat 165, Amsterdam.","+31 6 12177038","","ראשון-חמישי 13:00-22:00.","","unknown","","","מסעדה בשרית כשרה למהדרין במרכז אמסטרדם, בהנהלת חב""ד אמסטרדם.מציעים מגוון בשרים כמו אסאדו, אנטריקוט, פרגיות וכו', דגים, סלטים ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"מסעדת לה ביס La Biss Kosher Street Food","Amsterdam","Netherlands","Albert Cuypstraat 278, Amsterdam","+31 6 11116263","","ראשון-חמישי: 10:00-17:00.","","unknown","","","מסעדת בשרית של אוכל מהיר בשוק אלברט קופ, דקות ספורות מבית חב""ד. מציעה פלאפל, שניצל בפיתה וכו'.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.353Z"
"La Basta - Kosher Street Food","Amsterdam","Netherlands","De Clercqstraat 16H, 1052 ND Amsterdam","+31 20 2210246","","ראשון-חמישי: 14:00-22:00.","הקהילה הפורטוגזית הישראלית אמסטרדם","unknown","","","מסעדת בשרית של אוכל מהיר במרכז אמסטרדם, לא רחוק מבית אנה פרנק. מציעה פלאפל, שניצל בפיתה וכו'.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.354Z"
"צרכניית מאווס  Mouwes Kosher Delicat","Amsterdam","Netherlands","Kastelenstraat 261, Amsterdam.","+31 20 6610180","","ראשון 10:00-18:00, שני-חמישי 9:00-18:00, שישי 7:30-14:00.","","unknown","","","חנות מכולת ומעדניה כשרה באזור היהודי באמסטרדם.תוכלו למצוא בחנות מגוון מוצרים, ביניהם לחם, מוצרי חלב ובשר ואפילו מוצרים ישראלים. מציעים גם מוצרים אורגניים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.354Z"
"סופרמרקט ג'מבו  Jumbo","Amsterdam","Netherlands","Kastelenstraat 70, Amsterdam.","+31 20 3012680","","ראשון 10:00-21:00, שני-שבת 8:00-22:00.","","unknown","","","סופרמרקט עם מחלקה כשרה גדולה הכוללת בשר, חלב, לחם ומוצרים קפואים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.354Z"
"סופרמרקט ג'מבו  Jumbo","Amsterdam","Netherlands","Buitenveldertselaan 184, Amsterdam.","+31 20 3019160","","ראשון 8:00-21:00, שני-שבת 7:30-22:00.","","unknown","","","סופרמרקט עם מחלקה קטנה של מוצרים כשרים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.354Z"
"איטליז מרכוס  Marcus","Amsterdam","Netherlands","Kastelenstraat 111-A, Amsterdam.","+31 20 6719881","https://kasjroet.nik.nl/","רביעי-חמישי 8:30-17:00, שישי 8:30-13:00.","(מוצרי חלב שמופיעים ברשימה זו אינם חלב ישראל!)","dairy","","","אטליז כשר באזור היהודי באמסטרדם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.354Z"
"מלונות באזור היהודי באמסטרדם - דרום העיר","Amsterdam","Netherlands","","","https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-south.he.html?aid=1221689&no_rooms=1&group_adults=1&label=kosherest","","ניתן להזמין ארוחות כשרות למהדרין בתוספת תשלום. בנוסף, יש במלון קומה לשומרי שבת ללא חיישנים, עם מפתח רגיל וכד'.","unknown","","","מתאים לשומרי שבת: צוות המלון מודע לצרכים של שומרי שבת, מספק מפתח רגיל ומסייע בכל שאלה ובקשה.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.355Z"
"3 תגובות","Amsterdam","Netherlands","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/#comment-41042","","","unknown","","","תודה המידע עזר מאד, יש אוטובוס סיור שנוסע באמסטרדם להכרת העיר עם הדרכה בעברית?","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.356Z"
"השארת תגובה","Amsterdam","Netherlands","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/#respond","","","unknown","","","Δ
document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() );","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-amsterdam/","2026-05-27T13:04:18.356Z"
"רשימת כשרות של גרמניה","Berlin","Germany","","","https://kaj-berlin.de/wp-content/uploads/2016/01/Kahal_Adass_Jisroel_Koscherliste_2016.pdf","","","dairy","","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.148Z"
"מלון כשר בברלין","Berlin","Germany","Joachimsthaler Str. 13, 10719 Berlinטלפון: 03091557402ארוחות שבת יש להזמין מראש. ארוחה מושקעת מאוד, מוגשת בקומה העליונה של בית הכנסת – בתשלום.בשבת בבוקר יש קידוש עשיר – כניסה חופשית.","03091557402ארוחות שבת יש להזמין מראש. ארוחה מושקעת מאוד, מוגשת בקומה העליונה של בית הכנסת – בתשלום.בשבת בבוקר יש קידוש עשיר – כניסה חופשית.","https://www.booking.com/hotel/de/crownplazaberlincitycentre.he.html?aid=1221689&label=kosher-rest","","","dairy","","","Crowne Plaza Berlin City Centre – מלון קראון פלאזה ממוקם שתי דקות הליכה מרחוב הקניות קורפורסטנדאם (מערב ברלין), ומציע בריכה מקורה וספא.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.148Z"
"בית חב""ד מערב ברלין","Berlin","Germany","Münstersche Str. 6, 10709 Berlin, Germany.","+49-30-4920-5359","https://www.chabadberlin.de/templates/articlecco_cdo/aid/2375954/jewish/-.htm","","","dairy","","","אתר: www.chabadberlin.de","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.149Z"
"בית חב""ד ברלין לישראלים – אלכסנדרפלאץ","Berlin","Germany","Karl-Liebknecht Str. 34, 10178 Berlin.","+49 5088 59733","https://www.chabadberlin.de/templates/section_cdo/aid/1645831","","","dairy","","","אתר: www.chabadberlin.de","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.149Z"
"4 תגובות","Berlin","Germany","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/#comment-63617","","","dairy","","","המסעדה המלון קינג דיוויד היא בשרית בלבד. אין מסעדה חלבית שם.
האוכל טעים מאוד ומוגש במנות נדיבות עם מגוון סלטים ושתיה.
אנדריי, השף האחראי, היה מארח נפלא.
מומלץ ביותר","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.150Z"
"השארת תגובה","Berlin","Germany","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/#respond","","","dairy","","","Δ
document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() );","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-berlin/","2026-05-27T13:04:24.151Z"
"מצודת פראג","Prague","Czech Republic","","","https://www.tiqets.com/en/prague-c64162/prague-castle-skip-the-line-p974082?partner=metaylimbkipa","","","unknown","","","מצודת פראג היא אחת הטירות הגדולות בעולם, ואחד האתרים המזוהים ביותר עם העיר פראג.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.793Z"
"5% הנחה על כל האטרקציות בפראג באתר Tiqets!","Prague","Czech Republic","","","https://metaylimbkipa.com/","","","unknown","","","בלעדי לגולשי אתר ""מטיילים בכיפה"":","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.793Z"
"דירות בפראג (מומלץ לשומרי כשרות)","Prague","Czech Republic","","","https://www.booking.com/hotel/cz/residence-dlouha-old-town.he.html?aid=1221689&label=kosherest","","","unknown","","","הדירות בעיצוב מודרני עם מזגן, והן כוללות מטבח עם מקרר, כיריים, מיקרוגל, קומקום חשמלי ואפילו מכונת קפה. יש גם דירות גדולות שמתאימות למשפחות (עד 8 נפשות), וחלקן גם כוללות מרפסת.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.794Z"
"מצודת פראג","Prague","Czech Republic","","","https://www.tiqets.com/en/prague-attractions-c64162/tickets-for-prague-castle-skip-the-line-p974082/?partner=metaylimbkipa","","","unknown","","","דלגו על התור וקנו כרטיס במבצע הנחה של 6% כאן >","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.794Z"
"תגובה אחת","Prague","Czech Republic","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/#comment-44865","","","unknown","","","ב 11.4 נוחתים בפראג
מעוניינים בארוחת ששי כשרה
אבל לא במחיר 65 יורו לאדם.
יש משהו אחר?","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.795Z"
"השארת תגובה","Prague","Czech Republic","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/#respond","","","unknown","","","Δ
document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() );","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-prague/","2026-05-27T13:04:28.795Z"
"מסעדות כשרות באזור מונטה ורדה Monteverde","Rome","Italy","Via Ettore Rolli 29/35, Roma. טלפון:   T +39 06 58320125","+39 06 58320125","https://cepastaepasta.it/","ראשון-חמישי 8:30 – 15:00, 17:00 – 20:30, שישי 15:00 – 8:30.","רבנות רומא (חלב ישראל).","meat","","","– c'è pasta e pastaמסעדה חלבית כשרה בסגנון איטלקי, אשר מציעה מגוון פסטות, מרקים, דגים ועוד.המסעדה ממוקמת באזור מונטוורדה, לא רחוק משכונת טרסטוורה ומרכז העיר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.653Z"
"מסעדות כשרות בסגנון אסיאתי ברומא","Rome","Italy","Via Ignazio Giorgi, 65, 00162 Roma. טלפון:   T +39 06 88934790","+39 06 88934790","https://www.darumasushi.com/take-away/daruma-sushi-portico-dottavia/","ראשון-חמישי 12:30-15:00, 19:00-23:00, שישי 12:30-15:00, מוצ""ש 20:30-23:30.","רבנות רומא.","meat","","","Obento sushi – סושי כשר ברומא. באזור פיאצה בולוניה.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.654Z"
"מלונות כשרים ודירות מומלצות במרכז רומא","Rome","Italy","","","https://www.booking.com/hotel/it/lea-luxury-rooms.he.html?aid=1221689&label=kosherest","","ארוחת בוקר עם מוצרים כשרים פרווה, מוצרי חלב ישראל לפי דרישה. אפשרות לכלים חד-פעמיים. הדלקת האש ע״י יהודי.מתאים לשומרי שבת: מפתחות שבת, מספקים מיחם ופלטה לפי דרישה, סידור תאורת החדר לשבת ועוד. סמוך למסעדות כשרות בהן מוגשות ארוחות שבת.NEMAN – מלון מעולה בבעלות יהודית במרכז רומא, ליד בית הכנסת הגדול. מתאים גם למשפחות.לשומרי שבת וכשרות: ארוחת בוקר עם מוצרים כשרים פרווה, מוצרי חלב ישראל לפי דרישה. אפשרות לכלים חד-פעמיים. הדלקת האש ע״י יהודי.מתאים לשומרי שבת: מפתחות שבת, מספקים מיחם ופלטה לפי דרישה, סידור תאורת החדר לשבת ועוד. סמוך למסעדות כשרות בהן מוגשות ארוחות שבת.NEMAN – מלון מעולה בבעלות יהודית במרכז רומא, ליד בית הכנסת הגדול. מתאים גם למשפחות.לשומרי שבת וכשרות: ארוחת בוקר עם מוצרים כשרים פרווה, מוצרי חלב ישראל לפי דרישה. אפשרות לכלים חד-פעמיים. הדלקת האש ע״י יהודי.פורו רומנו סוויטות יוקרה Foro Romano Luxury Suites – בית הארחה מעולה במרכז רומא, במרחק 6 דקות הליכה מהגטו היהודי, חדש ונקי.חדרים אלגנטיים וממוזגים עם מיני-בר, קומקום חשמלי ואפילו מכונת קפה.לשומרי שבת: אפשרות למפתח רגיל בשבת!פורו רומנו סוויטות יוקרה Foro Romano Luxury Suites – בית הארחה מעולה במרכז רומא, במרחק 6 דקות הליכה מהגטו היהודי, חדש ונקי.חדרים אלגנטיים וממוזגים עם מיני-בר, קומקום חשמלי ואפילו מכונת קפה.לשומרי שבת: אפשרות למפתח רגיל בשבת!פורו רומנו סוויטות יוקרה Foro Romano Luxury Suites – בית הארחה מעולה במרכז רומא, במרחק 6 דקות הליכה מהגטו היהודי, חדש ונקי.חדרים אלגנטיים וממוזגים עם מיני-בר, קומקום חשמלי ואפילו מכונת קפה.לשומרי שבת: אפשרות למפתח רגיל בשבת!לשומרי שבת: אפשרות למפתח רגיל בשבת!Arenula Suites – מלון דירות בבעלות יהודית. במרחק 5 דקות הליכה מהגטו היהודי ומבית הכנסת. החדרים נקיים ונעימים, צוות המלון שירותי ומסביר פנים, מיקום מנצח – קרוב לכל האתרים ולמסעדות הכשרות. חדרים מעוצבים ויוקרתיים, מכונת אספרסו בחדר.שבת: המפתחות במלון רגילים (מכניים) ואין חיישנים. מומלץ להזמין חדר בקומה נמוכה.Arenula Suites – מלון דירות בבעלות יהודית. במרחק 5 דקות הליכה מהגטו היהודי ומבית הכנסת. החדרים נקיים ונעימים, צוות המלון שירותי ומסביר פנים, מיקום מנצח – קרוב לכל האתרים ולמסעדות הכשרות. חדרים מעוצבים ויוקרתיים, מכונת אספרסו בחדר.שבת: המפתחות במלון רגילים (מכניים) ואין חיישנים. מומלץ להזמין חדר בקומה נמוכה.Arenula Suites – מלון דירות בבעלות יהודית. במרחק 5 דקות הליכה מהגטו היהודי ומבית הכנסת. החדרים נקיים ונעימים, צוות המלון שירותי ומסביר פנים, מיקום מנצח – קרוב לכל האתרים ולמסעדות הכשרות. חדרים מעוצבים ויוקרתיים, מכונת אספרסו בחדר.שבת: המפתחות במלון רגילים (מכניים) ואין חיישנים. מומלץ להזמין חדר בקומה נמוכה.Reginella Suites – מלונית מעולה במרכז רומא, סמוך לפנתאון ולפיאצה ונציה, וקרוב מאד לבית הכנסת הגדול של רומא. סמוך למסעדות כשרות. המקום חדיש ומטופח, שירות אדיב במיוחד.Reginella Suites – מלונית מעולה במרכז רומא, סמוך לפנתאון ולפיאצה ונציה, וקרוב מאד לבית הכנסת הגדול של רומא. סמוך למסעדות כשרות. המקום חדיש ומטופח, שירות אדיב במיוחד.Torre Argentina Relais – בית הארחה מעולה במרכז רומא, קרוב למרבית האתרים ובמרחק 6 דקות הליכה מבית הכנסת הגדול. החדרים ממוזגים וכוללים מיניבר, כספת ומכונת קפה. קרוב לחנויות ומסעדות כשרות.לשומרי שבת: צוות המלון מודע לצרכים של שומרי שבת ומסייע בפתיחת הדלתות ובכל מה שניתן.Torre Argentina Relais – בית הארחה מעולה במרכז רומא, קרוב למרבית האתרים ובמרחק 6 דקות הליכה מבית הכנסת הגדול. החדרים ממוזגים וכוללים מיניבר, כספת ומכונת קפה. קרוב לחנויות ומסעדות כשרות.לשומרי שבת: צוות המלון מודע לצרכים של שומרי שבת ומסייע בפתיחת הדלתות ובכל מה שניתן.Torre Argentina Relais – בית הארחה מעולה במרכז רומא, קרוב למרבית האתרים ובמרחק 6 דקות הליכה מבית הכנסת הגדול. החדרים ממוזגים וכוללים מיניבר, כספת ומכונת קפה. קרוב לחנויות ומסעדות כשרות.לשומרי שבת: צוות המלון מודע לצרכים של שומרי שבת ומסייע בפתיחת הדלתות ובכל מה שניתן.מלון כרמל – מלון פשוט במיקום די מרכזי. קרוב לגטו ולמסעדות כשרות. מנהל המקום דובר עברית. ארוחת בוקר כשרה בתוספת תשלום. מתאים לשומרי שבת: פלטה ומיחם בשבת.טיפ: במלון זה מומלץ לבחור מראש בתהליך ההזמנה חדר עם אמבטיה צמודה, כי יש חדרים בהם האמבטיה משותפת לכל הקומה.מלון כרמל – מלון פשוט במיקום די מרכזי. קרוב לגטו ולמסעדות כשרות. מנהל המקום דובר עברית. ארוחת בוקר כשרה בתוספת תשלום. מתאים לשומרי שבת: פלטה ומיחם בשבת.טיפ: במלון זה מומלץ לבחור מראש בתהליך ההזמנה חדר עם אמבטיה צמודה, כי יש חדרים בהם האמבטיה משותפת לכל הקומה.מלון כרמל – מלון פשוט במיקום די מרכזי. קרוב לגטו ולמסעדות כשרות. מנהל המקום דובר עברית. ארוחת בוקר כשרה בתוספת תשלום. מתאים לשומרי שבת: פלטה ומיחם בשבת.טיפ: במלון זה מומלץ לבחור מראש בתהליך ההזמנה חדר עם אמבטיה צמודה, כי יש חדרים בהם האמבטיה משותפת לכל הקומה.טיפ: במלון זה מומלץ לבחור מראש בתהליך ההזמנה חדר עם אמבטיה צמודה, כי יש חדרים בהם האמבטיה משותפת לכל הקומה.Margana Tower – מלון דירות חדש, נקי ונוח במרכז רומא. הדירות כוללות מטבח מצוייד בתנור וכיריים וגם פינת ישיבה. מתאים לשומרי שבת: מפתח רגיל, במרחק 5 דקות הליכה מבית הכנסת הגדול והאזור היהודי. Margana Tower – מלון דירות חדש, נקי ונוח במרכז רומא. הדירות כוללות מטבח מצוייד בתנור וכיריים וגם פינת ישיבה. מתאים לשומרי שבת: מפתח רגיל, במרחק 5 דקות הליכה מבית הכנסת הגדול והאזור היהודי. Hotel Monte Cenci – מלון בוטיק קטן ומעולה (ציון 9.2 בבוקינג!) צמוד לבית הכנסת הגדול – 3 דקות הליכה, וקרוב למסעדות הכשרות. צוות המלון אדיב ושירותי במיוחד, ומוכן לעזור בכל שאלה ובקשה. למלון אין לובי אבל יש מרפסת גג יפה. מתאים לשומרי שבת: מפתח רגיל לדלת, צוות מודע לצרכים של שומרי שבת.המלון אינו כשר אבל ניתן להזמין ארוחת בוקר כשרה למלון.Hotel Monte Cenci – מלון בוטיק קטן ומעולה (ציון 9.2 בבוקינג!) צמוד לבית הכנסת הגדול – 3 דקות הליכה, וקרוב למסעדות הכשרות. צוות המלון אדיב ושירותי במיוחד, ומוכן לעזור בכל שאלה ובקשה. למלון אין לובי אבל יש מרפסת גג יפה. מתאים לשומרי שבת: מפתח רגיל לדלת, צוות מודע לצרכים של שומרי שבת.המלון אינו כשר אבל ניתן להזמין ארוחת בוקר כשרה למלון.המלון אינו כשר אבל ניתן להזמין ארוחת בוקר כשרה למלון.Key Rome Center – חדרי אירוח (B&B) חדישים ומשופצים ליד המדרגות הספרדיות. בבעלות ישראלית. ארוחת בוקר כשרה.Key Rome Center – חדרי אירוח (B&B) חדישים ומשופצים ליד המדרגות הספרדיות. בבעלות ישראלית. ארוחת בוקר כשרה.","meat","","","Black And White Suite – מלון סוויטות מקסים במרכז הגטו עם אפשרות לארוחת בוקר כשרה.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.656Z"
"מלונות רגילים (לא כשרים) בקרבת מסעדות כשרות במרכז רומא","Rome","Italy","","","https://www.booking.com/hotel/it/hotel-piazza-venezia.he.html?aid=1221689&label=kosherest","","","meat","","","Hotel Castellino Roma – מלון מודרני במיקום מעולה בלב רומא, קרוב למרבית האתרים. החדרים ממוזגים וכוללים מקרר, קומקום ואמצעים להכנת קפה/תה. חלקם מתאימים למשפחות.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.657Z"
"מלונות באזור פיאצה בולוניה (אזור ובו קהילה יהודית ובית חב""ד)","Rome","Italy","","","https://www.booking.com/hotel/it/bed-breakfast-and-cappuccino.html?aid=1221689&label=kosherest","","","meat","","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.657Z"
"בית חב""ד רומא","Rome","Italy","Lungotevere de' Cenci.בית הכנסת הגדול – נמצא בגטו היהודי על גדת נהר הטיבר. כתובת: Lungotevere de' Cenci.בית הכנסת האשכנזי – קרוב לתחנת הטרמיני. נוסח אשכנז. כתובת: Via Cesare Balbo, 33.בית הכנסת האשכנזי – קרוב לתחנת הטרמיני. נוסח אשכנז. כתובת: Via Cesare Balbo, 33.בית הכנסת בית אל – באזור פיאצה בולוניה. נוסח עדות המזרח. כתובת: Via Padova, 92.בית הכנסת בית אל – באזור פיאצה בולוניה. נוסח עדות המזרח. כתובת: Via Padova, 92.בית הכנסת בית שמואל – באזור פיאצה בולוניה. נוסח עדות המזרח. כתובת: Via Garfagnana, 4/a.בית הכנסת בית שמואל – באזור פיאצה בולוניה. נוסח עדות המזרח. כתובת: Via Garfagnana, 4/a.","","https://www.chabadpbrome.com/he/events/he-shabbat-12-10-18","","","meat","","","בית חב""ד נמצא באזור פיאצה בולוניה. בית חב""ד מציע ארוחות שבת וחג באולם.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.657Z"
"שאלות נפוצות לגבי מסעדות כשרות ברומא","Rome","Italy","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/#icecream","","","meat","","","כן. יש גלידה כשרה (חלב ישראל!) באזור הגטו היהודי ברומא.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.657Z"
"השארת תגובה","Rome","Italy","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/#respond","","","meat","","","Δ
document.getElementById( ""ak_js_1"" ).setAttribute( ""value"", ( new Date() ).getTime() );","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-rome/","2026-05-27T13:04:34.657Z"
"כרטיסים מוזלים לאטרקציות בברצלונה:","Barcelona","Spain","","","https://www.booking.com/hotel/es/modernobarcelona.html?aid=1221689&no_rooms=1&group_adults=1","","","unknown","","","בברצלונה חשוב מאד לבחור מלון במיקום מרכזי. זה יחסוך לכם פעמים רבות שימוש בתחבורה ציבורית וזמן רב. אני ממליצה לבחור מקום לינה קרוב לרמבלה ולרובע הגותי. במידה ומתכננים לשהות בעיר בשבת כדאי להזמין מקום לינה קרוב לבית חב""ד או למתחם הקהילה היהודית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-barcelona/","2026-05-27T13:04:40.087Z"
"מלונות קצת יותר יקרים – למי שרוצה להשקיע ולהתפנק","Barcelona","Spain","","","https://www.booking.com/hotel/es/the-serras.he.html?aid=1221689&no_rooms=1&group_adults=1","","","unknown","","","","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-barcelona/","2026-05-27T13:04:40.087Z"
"מלונות בקרבת בית חב""ד","Barcelona","Spain","","","https://www.booking.com/hotel/es/nhlescorts.html?aid=1221689&no_rooms=1&group_adults=1","","","unknown","","","הצטרפו לאלפי מטיילים אחרים וקבלו ישר למייל את המאמרים הכי מקיפים ופרקטיים למטיילים שומרי מצוות בחו""ל. הירשמו כאן:","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-barcelona/","2026-05-27T13:04:40.088Z"
"מסעדת בחור טוב  Bahur Tov","Vienna","Austria","Taborstraße 19, 1020 Wien, Austria.","+43 676 847761211","","ראשון 13:00-22:00, שני-חמישי 16:00-22:00.","מהדרין בהשגחת הרב בנימין אמינוב.","meat","","€€","מסעדת גריל בשרית, אשר מציעה מטבח ישראלי, בוכרי ואסיאתי. ממוקמת ברחוב הראשי של האזור היהודי (טבור שטרסה).צוות דובר עברית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-vienna/","2026-05-27T13:04:46.547Z"
"חדש!  Mea Shearim ,Fine Dinning","Vienna","Austria","Heinestraße 25, 1020 Wien. [map: https://maps.app.goo.gl/1UezFJoR4SFbeYsh6]","+43 1 3999595","https://shabbat.mea-shearim.at/en/","רביעי-ראשון 16:00-23:00, מוצ""ש כשעה לאחר צאת השבת-23:00.","מהדרין בהשגחת הרב אמינוב.","meat","","€€","מסעדה חדשה מבית ""מאה שערים"". מציעה מנות מהמטבח המזרח-תיכוני, קוקטיילים ויינות.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-vienna/","2026-05-27T13:04:46.547Z"
"מסעדת ""מאה שערים"" וינה Mea Shearim","Vienna","Austria","Schmelzgasse 3, 1020 Wien.","+43 1 3999595","","ראשון-חמישי 12:00 – 22:00 (המטבח נסגר ב- 21:40).","מהדרין בהשגחת הרב אמינוב.","meat","","€€","מסעדה אסיאתית כשרה במרכז האזור היהודי בוינה. המסעדה מציעה מנות אסיאתיות, כולל סושי בווריאציות שונות. כאן גם תוכלו לטעום שטרודל תפוחים לקינוח לצד קצפת וקרם וניל.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-vienna/","2026-05-27T13:04:46.547Z"
"מסעדת צפת  TZFAS","Vienna","Austria","Kleine Sperlgasse 6, Wien. טלפון/וואטסאפ:  ⁦+43 1 9568025","⁦+43 1 9568025","","ראשון-חמישי 17:00 – 21:30, שישי 8:30-14:00.","ועד הכשרות מחזיקי הדת וינה בהשגחת הרב משה אליעזר ווייס.","meat","","","מסעדת ביסטרו בשרית כשרה למהדרין ברובע השני בוינה.בימי חמישי ושישי מתקיים במקום שוק מאכלי שבת מוכנים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-vienna/","2026-05-27T13:04:46.547Z"
