id,name,dest,country,address,kosher_certified,source_quality,confidence,certifying_body,evidence,source_url,friReason,satReason
7750,Beyond Sushi 56th Street,New York,United States,"62 W 56th St, Manhattan, NY 10019, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvm7RFSYRBBprqcjWqx""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–9:30 PM בשבת (חופף ל-08:00–16:00)
7751,Beyond Sushi Herald Square,New York,United States,"134 W 37th St, Manhattan, NY 10018, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvm9yY8qvtU9mFKjk5u""}",,פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7755,Blue Grill - Catering Only,New York,United States,"3502 Flatlands Ave Brooklyn, NY, 11234, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmCPQACqiLwEDPyXAY""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7765,BUBA Bureka,New York,United States,"193 Bleecker St New York, NY, 10012, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmEvwdgViZuzPGr45v""}",,,פתוח 9:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
7766,Buddha Bodai,New York,United States,"5 Mott Street New York, NY, 10013, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmHTFDfCZjarfCu1CK""}",,פתוח עד 9:30 PM בערב שישי (אחרי 21:00),פתוח 10:00 AM–9:30 PM בשבת (חופף ל-08:00–16:00)
7782,Candle Cafe,New York,United States,"388 Third Ave, Between 28th and 29th St, New York, NY, 10016, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmKxKF6rFXgPLacQog""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7784,Caravan of Dreams,New York,United States,"406 E 6th St  New York, NY, 10009, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmNYaoUTXdqmzsN9KR""}",,,פתוח 11:00 AM–11:30 PM בשבת (חופף ל-08:00–16:00)
7786,Carvel Coney Island Avenue,New York,United States,"2744 Coney Island Ave Brooklyn, NY, 11235, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmRQyYgwyzZQ6HuvB1""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 10:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7787,Carvel Manor Road,New York,United States,"762 Manor Rd. Staten Island, NY, 10314, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmTtYxtrxKSGMkJ5hn""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7788,Carvel Union Turnpike,New York,United States,"161-02 Union Tpke. Queens, NY, Flushing, 11366, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmXNu78szvUBas6foq""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7795,Chloe,New York,United States,"185 Bleecker St,  New York, NY , 10012, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvma4dQUauri9Ady1oH""}",,,פתוח 10:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7801,Cold Stone Creamery Rosedale,New York,United States,"25301 Rockaway Blvd, STE 25A Rosedale, NY , 11422, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmcaSKM68YoZ8P2aPq""}",,פתוח עד 11:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:30 PM בשבת (חופף ל-08:00–16:00)
7802,Coletta,New York,United States,"365 3rd Avenue, New York, NY, 10016, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmgantDYQ9AqGokxQK""}",,,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7816,Dough Donuts UWS,New York,United States,"133 W 72nd St New York, NY, 10023, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmjZP7K2kg3Y11piXi""}",,,פתוח 8:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7817,Dough Doughnuts,New York,United States,"646 Vanderbilt Ave, Brooklyn, NY , 11238, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmnHqkUnJ7LKsdRK34""}",,,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7818,Dough Doughnuts - Astoria,New York,United States,"21-70 31st St, Astoria, NY , 11105, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvmq9EufF8gTbg1Pvg3""}",,,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7819,Dough Doughnuts - Flatiron,New York,United States,"14 West 19th Street at 5th Ave, New York, NY, 10011, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvmtKUmUPVfZkkLJVjk""}",,,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7820,Dough Doughnuts - Rockefeller Center,New York,United States,"10 Rockefeller Center (48th St. between 5th & 6th Ave), New York, NY , 10020, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvmwv2VmUWkjAgFowCd""}",,,פתוח 9:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7822,Doughnut Plant Brooklyn,New York,United States,"245 Flatbush Avenue, Brooklyn, NY 11217, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvn1QdHQcNShj45yfP6""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7823,Doughnut Plant Grand Central Terminal,New York,United States,"89 East 42nd Street, Manhattan, NY 10017, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvn54Q9Jd7u3NZQdHn9""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7824,Doughnut Plant Lower East Side,New York,United States,"379 Grand Street, Manhattan, NY 10012, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvn7rpaAXtNVYM2qoAQ""}",,,פתוח 7:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7825,Doughnut Plant Queens,New York,United States,"31-00 47th Avenue Long Island City, Queens, NY 11101, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnAbmu2MuzU2mdykey""}",,,פתוח 6:30 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7826,Doughnut Plant Williamsburg,New York,United States,"198 Bedford Avenue at North 6th Street,  Brooklyn, NY , 11249, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnD1PAuCgCdaWhXZxp""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 7:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7827,Dunkin Donuts Kings Highway,New York,United States,"373 Kings Highway, Brooklyn, NY 11223, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnFPW3xyYmpmuyraYP""}",,,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7828,Dunkin Donuts McDonald Ave,New York,United States,"1080 McDonald Avenue, Brooklyn, NY 11204, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnHoMjuFgz3nbPkSHu""}",,,פתוח 6:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7829,Dunkin Donuts Riverdale Ave,New York,United States,"508 West 259th St (Riverdale Ave), Bronx, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnLJg5t2KYxxUtSgA2""}",,,פתוח 6:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7830,Dunkin Donuts Staten Island,New York,United States,"995 Manor Road, Staten Island, NY 10314, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnNvS3ufYMKXmWBpBh""}",,,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7831,Dunkin' 1903 Kings Highway,New York,United States,"1903 Kings Highway, Brooklyn, NY 11229, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnRJoSSYmoVKDQsQG8""}",,,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7832,Dunkin' 2419 Coney Island Ave,New York,United States,"2419 Coney Island Avenue, Brooklyn, NY 11223, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnTiuvXyyGETEFqzsn""}",,,פתוח 6:00 AM–7:30 PM בשבת (חופף ל-08:00–16:00)
7833,Dunkin' Audubon Ave,New York,United States,"398 Audubon Avenue, Manhattan, NY 10033, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnWLB3LZfbN4sthxHd""}",,,פתוח 6:00 AM–3:00 PM בשבת (חופף ל-08:00–16:00)
7834,Dunkin' Avenue J,New York,United States,"1410 Avenue J  Brooklyn, NY, 11230, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnZB5kVooC8ocWoRE7""}",,,פתוח 5:00 AM–7:00 PM בשבת (חופף ל-08:00–16:00)
7835,Dunkin' Avenue P,New York,United States,"418 Avenue P, Brooklyn, NY 11223, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnbYxAJ3AXJMSQKmKR""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
7836,Dunkin' Avenue U,New York,United States,"6620 Avenue U, Brooklyn, NY 11234, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvndxKJwY9vaoUy6LBE""}",,,פתוח 5:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7837,Dunkin' Coney,New York,United States,"906 Coney Island Avenue, Brooklyn, NY 11218, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvngMvjRdaB7wWpDfKs""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7840,Dunkin' Flatbush,New York,United States,"1922 Flatbush Avenue, Brooklyn, NY 11210, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvnj1RYwSjP8bsnDkdN""}",,,פתוח 5:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7841,Dunkin' Flushing,New York,United States,"79-27 Main Street, Flushing, NY 11367, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnmQ3QuCCmdqiEB6Dg""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7842,Dunkin' Fort Hamilton,New York,United States,"4912 Fort Hamilton Parkway, Brooklyn, NY 11219, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnpAEQ85KkSkiB11UN""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 5:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7845,Effy's Cafe,New York,United States,"104 West 96th Street, Manhattan, NY 10025, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnsNiE5rXs4t7JTA83""}",,,פתוח 8:00 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7892,Hummus Kitchen Hells Kitchen,New York,United States,"768 9th Avenue, Manhattan, NY 10019, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnuqJ7gw1SGEVFQvb2""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:30 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7894,Hummus Kitchen UES,New York,United States,"1613 2nd Avenue, Manhattan, NY 10028, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvnyKPcy82KcSdbPMoD""}",,פתוח עד 10:30 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7895,Hummus Place,New York,United States,"305 Amsterdam Avenue, Manhattan, NY 10023, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvo2aMKtya287UyqBY6""}",,,פתוח 11:30 AM–9:00 PM בשבת (חופף ל-08:00–16:00)
7897,Insomnia Cookies - Penn Station,New York,United States,"One Pennsylvania Plaza Suite C108 New York, NY, 10119, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvo57Q5kFFrVaUhrjX3""}",,פתוח עד 3:00 AM בערב שישי (אחרי 21:00),פתוח 6:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7898,Insomnia Cookies Fresh Meadows,New York,United States,"176-69 Union Tpke,  Fresh Meadows, NY , 11366, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvo7byEvTw7J8ngasdX""}",,פתוח עד 3:00 AM בערב שישי (אחרי 21:00),פתוח 12:00 PM–12:00 AM בשבת (חופף ל-08:00–16:00)
7908,Juice Press Tribeca,New York,United States,"415 Greenwich St, New York, NY, 10013, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoALfuTtFqq34FoZzV""}",,,פתוח 9:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00)
7933,Krispy Kreme Penn Station,New York,United States,"Two Penn Plaza Amtrak Level New York, NY, 10001, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoDVRxdFEouDNWCLuh""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7934,Krispy Kreme Times Square,New York,United States,"1601 Broadway,  New York, NY, 10019, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoGSHgjuupS9JgCV77""}",,פתוח עד 2:00 AM בערב שישי (אחרי 21:00),פתוח 7:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7935,Krispy Kreme Upper East Side,New York,United States,"1276 Lexington Avenue (and 86th St) New York, NY, 10028, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoKRcsrqe4zXKrs5U4""}",,פתוח עד 10:00 PM בערב שישי (אחרי 21:00),פתוח 6:00 AM–10:00 PM בשבת (חופף ל-08:00–16:00)
7941,Le Basque,New York,United States,"15 Union Square W,  New York, NY , 10003, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoNFHUdBGAGQBgxgVQ""}",,,פתוח 11:30 AM–10:30 PM בשבת (חופף ל-08:00–16:00)
7969,Mezze Mediterranean Pizzeria,New York,United States,"100-18 Queens Boulevard Forest Hills, Queens, NY 11375, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoR7B53sfnUojnvKB2""}",,,פתוח 11:00 AM–8:30 PM בשבת (חופף ל-08:00–16:00)
7978,Mill Basin Deli,New York,United States,"5823 Avenue T Brooklyn, NY, 11234, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoTw5wQofqBHhJK7qZ""}",,,פתוח 9:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
7983,Modern Bread and Bagel Chelsea,New York,United States,"139 West 14th St, New York, NY, 10011",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoXh4DP9ijc2bimFiu""}",,,פתוח 8:00 AM–5:00 PM בשבת (חופף ל-08:00–16:00)
7984,Modern Bread and Bagel Midtown East,New York,United States,"630 Lexington Ave, New York, NY 10022, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoaT1AkmuPo5ScbCix""}",,,פתוח 8:00 AM–4:00 PM בשבת (חופף ל-08:00–16:00)
7985,Modern Bread and Bagel UES,New York,United States,"1427 3rd Ave New York, NY, 10028, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvodZXaqUmvpPRv4HM1""}",,פתוח עד 12:00 AM בערב שישי (אחרי 21:00),פתוח 8:00 AM–12:00 AM בשבת (חופף ל-08:00–16:00)
7994,Mozzarella,New York,United States,"264 Lee Avenue, Brooklyn, NY 11208, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvoh8qFSDk2xHoYWeBS""}",,,פתוח 8:00 AM–7:30 PM בשבת (חופף ל-08:00–16:00)
8002,Naim Pizza,New York,United States,"3904 15th Avenue  Brooklyn, NY, 11218, United States",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvokUFnEJPvEf2VVseQ""}",,,פתוח 10:00 AM–8:00 PM בשבת (חופף ל-08:00–16:00)
8006,Next Stop Vegan,New York,United States,"88 Livingston St, Brooklyn, NY, 11201, USA",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011Ccqvoo435bL6vzATweMNA""}",,פתוח עד 11:00 PM בערב שישי (אחרי 21:00),פתוח 11:00 AM–11:00 PM בשבת (חופף ל-08:00–16:00)
7354,המלך דוד – בשרי,Prague,Czech Republic,"Hybernská 1674/42, 110 00 Nové Město, צ'כיה., Prague",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvoqQArB8Qxtr13BFYd""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
7355,המלך דוד – חלבי,Prague,Czech Republic,"Hybernská 1674/42, 110 00 Nové Město, צ'כיה., Prague",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvosmYntDWfcu2nUtoH""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
8392,Hotel da Música,Porto,Portugal,"Largo de Ferreira Lapa 21, Porto, 4150-323, Portugal",error,none,0,,"400 {""type"":""error"",""error"":{""type"":""invalid_request_error"",""message"":""Your credit balance is too low to access the Anthropic API. Please go to Plans & Billing to upgrade or purchase credits.""},""request_id"":""req_011CcqvovBQYei6NBje1td9C""}",,פתוח 24 שעות (כולל כניסת שבת),פתוח 24 שעות בשבת
